"Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","Paper_No","HL_FAL_SAL","Region","NA.","NA..1","filename","fileext"
12673,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=YDYR0Y08TcQ%3d&tabid=4682&portalid=0&mid=12673","Engineering Graphic and Design","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Engineering Graphic and Design paper 1 english",".pdf"
12673,2023,"November","2023 NSC November Exam papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=2TGYpRjrzBM%3d&tabid=4682&portalid=0&mid=12673","Engineering Graphic and Design","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Engineering Graphic and Design paper 2 afrikaans",".pdf"
12673,2023,"November","2023 NSC November Exam papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=fQzyOIs-E_o%3d&tabid=4682&portalid=0&mid=12673","Engineering Graphic and Design","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Engineering Graphic and Design paper 2 english",".pdf"
12674,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=I3bmWEAOR9Q%3d&tabid=4682&portalid=0&mid=12674","Geography","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Geography paper 1 afrikaans memo",".pdf"
12674,2023,"November","2023 NSC November Exam papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=ZMlNHwfWqqc%3d&tabid=4682&portalid=0&mid=12674","Geography","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Geography paper 1 english memo",".pdf"
12674,2023,"November","2023 NSC November Exam papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=x21geF5SQt4%3d&tabid=4682&portalid=0&mid=12674","Geography","afrikaans","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Geography paper 2 afrikaans memo",".pdf"
12674,2023,"November","2023 NSC November Exam papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=e4XReDPpNyQ%3d&tabid=4682&portalid=0&mid=12674","Geography","english","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Geography paper 2 english memo",".pdf"
12674,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=C6opH1-FQIc%3d&tabid=4682&portalid=0&mid=12674","Geography","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Geography paper 1 afrikaans",".pdf"
12674,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=sOLlvteQCeM%3d&tabid=4682&portalid=0&mid=12674","Geography","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Geography paper 1 english",".pdf"
12674,2023,"November","2023 NSC November Exam papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=71HfHVezh84%3d&tabid=4682&portalid=0&mid=12674","Geography","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Geography paper 2 afrikaans",".pdf"
12674,2023,"November","2023 NSC November Exam papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=qCvbCunZPCY%3d&tabid=4682&portalid=0&mid=12674","Geography","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Geography paper 2 english",".pdf"
12675,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=C3fY5XnxVFc%3d&tabid=4682&portalid=0&mid=12675","History","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 1 afrikaans memo",".pdf"
12675,2023,"November","2023 NSC November Exam papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=s2v0XzLFn8c%3d&tabid=4682&portalid=0&mid=12675","History","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 1 english memo",".pdf"
12675,2023,"November","2023 NSC November Exam papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=SEB9qwDVgac%3d&tabid=4682&portalid=0&mid=12675","History","afrikaans","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 2 afrikaans memo",".pdf"
12675,2023,"November","2023 NSC November Exam papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=cu6tS28LIF4%3d&tabid=4682&portalid=0&mid=12675","History","english","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 2 english memo",".pdf"
12675,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=YHLC9jDvVVQ%3d&tabid=4682&portalid=0&mid=12675","History","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 1 afrikaans",".pdf"
12675,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=DrznBkYP4P0%3d&tabid=4682&portalid=0&mid=12675","History","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 1 english",".pdf"
12675,2023,"November","2023 NSC November Exam papers","paper 1 addendum (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WNHjyOv-HIw%3d&tabid=4682&portalid=0&mid=12675","History","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 1 afrikaans",".pdf"
12675,2023,"November","2023 NSC November Exam papers","paper 1 addendum (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=9IfyTIsuWpk%3d&tabid=4682&portalid=0&mid=12675","History","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 1 english",".pdf"
12675,2023,"November","2023 NSC November Exam papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ZsTq8fdYRLo%3d&tabid=4682&portalid=0&mid=12675","History","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 2 afrikaans",".pdf"
12675,2023,"November","2023 NSC November Exam papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=YIVtG2z_yWE%3d&tabid=4682&portalid=0&mid=12675","History","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 2 english",".pdf"
12675,2023,"November","2023 NSC November Exam papers","paper 2 addendum (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=5BTtxbYoGg0%3d&tabid=4682&portalid=0&mid=12675","History","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 2 afrikaans",".pdf"
12675,2023,"November","2023 NSC November Exam papers","paper 2 addendum (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=E5gIXCZPeK8%3d&tabid=4682&portalid=0&mid=12675","History","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November History paper 2 english",".pdf"
12676,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=tZqvO-61zs8%3d&tabid=4682&portalid=0&mid=12676","Hospitality Studies","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Hospitality Studies paper 1 afrikaans memo",".pdf"
12676,2023,"November","2023 NSC November Exam papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=BK1s-aCTIdY%3d&tabid=4682&portalid=0&mid=12676","Hospitality Studies","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Hospitality Studies paper 1 english memo",".pdf"
12676,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=raxhHls5gfA%3d&tabid=4682&portalid=0&mid=12676","Hospitality Studies","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Hospitality Studies paper 1 afrikaans",".pdf"
12676,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=LF7wm_FjWxA%3d&tabid=4682&portalid=0&mid=12676","Hospitality Studies","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Hospitality Studies paper 1 english",".pdf"
12677,2023,"November","2023 NSC November Exam papers","data files (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=-Hjv0kRGlCs%3d&tabid=4682&portalid=0&mid=12677","Information Technology","afrikaans","",NA,"","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology NA afrikaans",".pdf"
12677,2023,"November","2023 NSC November Exam papers","data files (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=KQl0kxErOyA%3d&tabid=4682&portalid=0&mid=12677","Information Technology","english","",NA,"","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology NA english",".pdf"
12677,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3SSzN5yf6is%3d&tabid=4682&portalid=0&mid=12677","Information Technology","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology paper 1 afrikaans memo",".pdf"
12677,2023,"November","2023 NSC November Exam papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=tIZ5cD43AbM%3d&tabid=4682&portalid=0&mid=12677","Information Technology","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology paper 1 english memo",".pdf"
12677,2023,"November","2023 NSC November Exam papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0QzIb5V7B24%3d&tabid=4682&portalid=0&mid=12677","Information Technology","afrikaans","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology paper 2 afrikaans memo",".pdf"
12677,2023,"November","2023 NSC November Exam papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=XK7NURaGxtY%3d&tabid=4682&portalid=0&mid=12677","Information Technology","english","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology paper 2 english memo",".pdf"
12677,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=9TSq2U40lnk%3d&tabid=4682&portalid=0&mid=12677","Information Technology","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology paper 1 afrikaans",".pdf"
12677,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=4ZI-KPkgrQQ%3d&tabid=4682&portalid=0&mid=12677","Information Technology","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology paper 1 english",".pdf"
12677,2023,"November","2023 NSC November Exam papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=f-Quc81ny7M%3d&tabid=4682&portalid=0&mid=12677","Information Technology","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology paper 2 afrikaans",".pdf"
12677,2023,"November","2023 NSC November Exam papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=yxOYcbvs5iI%3d&tabid=4682&portalid=0&mid=12677","Information Technology","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Information Technology paper 2 english",".pdf"
12678,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=N1py8WpqBEk%3d&tabid=4682&portalid=0&mid=12678","Life Orientation","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Orientation paper 1 afrikaans memo",".pdf"
12678,2023,"November","2023 NSC November Exam papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=HcAE0j0zD88%3d&tabid=4682&portalid=0&mid=12678","Life Orientation","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Orientation paper 1 english memo",".pdf"
12678,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Whot0QPvQqA%3d&tabid=4682&portalid=0&mid=12678","Life Orientation","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Orientation paper 1 afrikaans",".pdf"
12678,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=L0z6iaN75Vo%3d&tabid=4682&portalid=0&mid=12678","Life Orientation","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Orientation paper 1 english",".pdf"
12679,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0JKeiSmB6UE%3d&tabid=4682&portalid=0&mid=12679","Life Sciences","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Sciences paper 1 afrikaans memo",".pdf"
12679,2023,"November","2023 NSC November Exam papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=FOVa0T-5xWI%3d&tabid=4682&portalid=0&mid=12679","Life Sciences","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Sciences paper 1 english memo",".pdf"
12679,2023,"November","2023 NSC November Exam papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=hnucJtcu5ws%3d&tabid=4682&portalid=0&mid=12679","Life Sciences","afrikaans","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Sciences paper 2 afrikaans memo",".pdf"
12679,2023,"November","2023 NSC November Exam papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=qAWg2Im__MQ%3d&tabid=4682&portalid=0&mid=12679","Life Sciences","english","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Sciences paper 2 english memo",".pdf"
12679,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=j4MXMW53vaU%3d&tabid=4682&portalid=0&mid=12679","Life Sciences","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Sciences paper 1 afrikaans",".pdf"
12679,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=5Xc2L4uffmA%3d&tabid=4682&portalid=0&mid=12679","Life Sciences","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Sciences paper 1 english",".pdf"
12679,2023,"November","2023 NSC November Exam papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=8E7tqrHYRpc%3d&tabid=4682&portalid=0&mid=12679","Life Sciences","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Sciences paper 2 afrikaans",".pdf"
12679,2023,"November","2023 NSC November Exam papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=4yWO4CegNNE%3d&tabid=4682&portalid=0&mid=12679","Life Sciences","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Life Sciences paper 2 english",".pdf"
12680,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans and english)","https://www.education.gov.za/LinkClick.aspx?fileticket=2JxLqGZq7Cw%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","english and afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 1 english and afrikaans memo",".pdf"
12680,2023,"November","2023 NSC November Exam papers","memo paper 2 (afrikaans and english)","https://www.education.gov.za/LinkClick.aspx?fileticket=qVim9petgX4%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","english and afrikaans","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 2 english and afrikaans memo",".pdf"
12680,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=rnvTYpISoiA%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 1 afrikaans",".pdf"
12680,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=5VCFfxPhz6k%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 1 english",".pdf"
12680,2023,"November","2023 NSC November Exam papers","paper 1 addendum (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=rmrgcIJPBF8%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 1 afrikaans",".pdf"
12680,2023,"November","2023 NSC November Exam papers","paper 1 addendum (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=5VCFfxPhz6k%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 1 english",".pdf"
12680,2023,"November","2023 NSC November Exam papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=KLYyQ2fFlgE%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 2 afrikaans",".pdf"
12680,2023,"November","2023 NSC November Exam papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=8heLhdxLIws%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 2 english",".pdf"
12680,2023,"November","2023 NSC November Exam papers","paper 2 addendum (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WfU3VM6pjmw%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 2 afrikaans",".pdf"
12680,2023,"November","2023 NSC November Exam papers","paper 2 addendum (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=aBViNk0lm_Q%3d&tabid=4682&portalid=0&mid=12680","Mathematical Literacy","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematical Literacy paper 2 english",".pdf"
12681,2023,"November","2023 NSC November Exam papers","paper 2 answerbook (english & afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Zo-o-hb_2zA%3d&tabid=4682&portalid=0&mid=12681","Mathematics","english and afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematics paper 2 english and afrikaans",".pdf"
12681,2023,"November","2023 NSC November Exam papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Zoios-rCurI%3d&tabid=4682&portalid=0&mid=12681","Mathematics","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematics paper 2 english",".pdf"
12681,2023,"November","2023 NSC November Exam papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=KLYyQ2fFlgE%3d&tabid=4682&portalid=0&mid=12681","Mathematics","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematics paper 2 afrikaans",".pdf"
12681,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=M_7mZq2zE5o%3d&tabid=4682&portalid=0&mid=12681","Mathematics","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematics paper 1 english",".pdf"
12681,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=u2RBAp2R5dI%3d&tabid=4682&portalid=0&mid=12681","Mathematics","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematics paper 1 afrikaans",".pdf"
12681,2023,"November","2023 NSC November Exam papers","memo paper 2 (afrikaans & english)","https://www.education.gov.za/LinkClick.aspx?fileticket=0RJSBcYBmhA%3d&tabid=4682&portalid=0&mid=12681","Mathematics","english and afrikaans","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematics paper 2 english and afrikaans memo",".pdf"
12681,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans and english)","https://www.education.gov.za/LinkClick.aspx?fileticket=ViEtlf4659c%3d&tabid=4682&portalid=0&mid=12681","Mathematics","english and afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mathematics paper 1 english and afrikaans memo",".pdf"
12682,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=rjK6SMp1FXI%3d&tabid=4682&portalid=0&mid=12682","Marine Sciences","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Marine Sciences paper 1 afrikaans memo",".pdf"
12682,2023,"November","2023 NSC November Exam papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=vAC-MXfGHmw%3d&tabid=4682&portalid=0&mid=12682","Marine Sciences","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Marine Sciences paper 1 english memo",".pdf"
12682,2023,"November","2023 NSC November Exam papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Qtg57dpZMhM%3d&tabid=4682&portalid=0&mid=12682","Marine Sciences","afrikaans","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Marine Sciences paper 2 afrikaans memo",".pdf"
12682,2023,"November","2023 NSC November Exam papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=pyM8DKw-gCE%3d&tabid=4682&portalid=0&mid=12682","Marine Sciences","english","memo","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Marine Sciences paper 2 english memo",".pdf"
12682,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=g6o_eN97seA%3d&tabid=4682&portalid=0&mid=12682","Marine Sciences","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Marine Sciences paper 1 afrikaans",".pdf"
12682,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=ABg2p2BkfiE%3d&tabid=4682&portalid=0&mid=12682","Marine Sciences","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Marine Sciences paper 1 english",".pdf"
12682,2023,"November","2023 NSC November Exam papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ncpjguP0Kkc%3d&tabid=4682&portalid=0&mid=12682","Marine Sciences","afrikaans","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Marine Sciences paper 2 afrikaans",".pdf"
12682,2023,"November","2023 NSC November Exam papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=uqLPmlsjXWY%3d&tabid=4682&portalid=0&mid=12682","Marine Sciences","english","","paper 2","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Marine Sciences paper 2 english",".pdf"
12683,2023,"November","2023 NSC November Exam papers","welding and metalwork paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=RRnDJzhh4Yo%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 english",".pdf"
12683,2023,"November","2023 NSC November Exam papers","welding and metalwork paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=PnLBuOI13rA%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 afrikaans",".pdf"
12683,2023,"November","2023 NSC November Exam papers","welding and metalwork memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=ij17__hwvG8%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 english memo",".pdf"
12683,2023,"November","2023 NSC November Exam papers","welding and metalwork memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=enveIAwb0aA%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 afrikaans memo",".pdf"
12683,2023,"November","2023 NSC November Exam papers","fitting and machining paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Er2OjZsPQP8%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 english",".pdf"
12683,2023,"November","2023 NSC November Exam papers","fitting and machining paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ilzewAPZzx0%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 afrikaans",".pdf"
12683,2023,"November","2023 NSC November Exam papers","fitting and machining memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=j0eNsQY5sRs%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 english memo",".pdf"
12683,2023,"November","2023 NSC November Exam papers","fitting and machining memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=6g0hcGpkSgw%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 afrikaans memo",".pdf"
12683,2023,"November","2023 NSC November Exam papers","automotive paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=7kNEvHgB6n8%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 english",".pdf"
12683,2023,"November","2023 NSC November Exam papers","automotive paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LzS_f4SRGE4%3d&tabid=4682&portalid=0&mid=12683","Mechanical Technology","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2023 November Mechanical Technology paper 1 afrikaans",".pdf"
