"Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","Paper_No","HL_FAL_SAL","Region","NA.","NA..1","filename","fileext"
8602,2017,"November","2017 November NSC Examination Papers","sepedi fal paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=-pMJXHoU-Sw%3d&tabid=1856&portalid=0&mid=8602","Sepedi","sepedi","memo","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Sepedi paper 3 sepedi fal memo",".pdf"
8602,2017,"November","2017 November NSC Examination Papers","sepedi hl paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=FfO2F4_xOl8%3d&tabid=1856&portalid=0&mid=8602","Sepedi","sepedi","","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Sepedi paper 1 sepedi hl",".pdf"
8602,2017,"November","2017 November NSC Examination Papers","sepedi hl paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=2hMgyLbwh3s%3d&tabid=1856&portalid=0&mid=8602","Sepedi","sepedi","memo","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Sepedi paper 1 sepedi hl memo",".pdf"
8602,2017,"November","2017 November NSC Examination Papers","sepedi hl paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=nsEBrET-K34%3d&tabid=1856&portalid=0&mid=8602","Sepedi","sepedi","","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Sepedi paper 2 sepedi hl",".pdf"
8602,2017,"November","2017 November NSC Examination Papers","sepedi hl paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=Dvui19N7pDQ%3d&tabid=1856&portalid=0&mid=8602","Sepedi","sepedi","memo","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Sepedi paper 2 sepedi hl memo",".pdf"
8602,2017,"November","2017 November NSC Examination Papers","sepedi hl paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=If_T2CF_BUE%3d&tabid=1856&portalid=0&mid=8602","Sepedi","sepedi","","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Sepedi paper 3 sepedi hl",".pdf"
8602,2017,"November","2017 November NSC Examination Papers","sepedi hl paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=wdQkEHUrjwA%3d&tabid=1856&portalid=0&mid=8602","Sepedi","sepedi","memo","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Sepedi paper 3 sepedi hl memo",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana fal paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=kcZ9FrW6P_k%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 1 setswana fal",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana fal paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=mvueqEfoJDM%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","memo","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 1 setswana fal memo",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana fal paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=7PDmLLlUuNk%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 2 setswana fal",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana fal paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=vkd5qJhedPA%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","memo","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 2 setswana fal memo",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana fal paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=1ESjCo3eIoM%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 3 setswana fal",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana fal paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=PsLCtOjAiyc%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","memo","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 3 setswana fal memo",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana hl paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=VZDfMHiThtc%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 1 setswana hl",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana hl paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=ScdRaLS5d6c%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","memo","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 1 setswana hl memo",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana hl paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=M0cFhDLeD-A%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 2 setswana hl",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana hl paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=cFE62zZToHM%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","memo","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 2 setswana hl memo",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana hl paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=dCszbozEi8U%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 3 setswana hl",".pdf"
8613,2017,"November","2017 November NSC Examination Papers","setswana hl paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=V44xjGulhPU%3d&tabid=1856&portalid=0&mid=8613","Setswana","setswana","memo","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Setswana paper 3 setswana hl memo",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati fal paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=CBFpuzuH_QI%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 1 siswati fal",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati fal paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=yGQGGw7PLLg%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","memo","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 1 siswati fal memo",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati fal paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=4pqm_3I8DzM%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 2 siswati fal",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati fal paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=yu1gZvFrx_c%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","memo","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 2 siswati fal memo",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati fal paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=5ybcaAN6DH4%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 3 siswati fal",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati fal paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=u6c0c7KCrRQ%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","memo","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 3 siswati fal memo",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati hl paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=GBoRa6uLpTA%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 1 siswati hl",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati hl paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=dPh8tYd9CPE%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","memo","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 1 siswati hl memo",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati hl paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=8QdsOup3tcE%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 2 siswati hl",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati hl paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=dKZ3qVtpbXw%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","memo","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 2 siswati hl memo",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati hl paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=bxt6UJVf96Y%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 3 siswati hl",".pdf"
8633,2017,"November","2017 November NSC Examination Papers","siswati hl paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=Z8R7beSMaJU%3d&tabid=1856&portalid=0&mid=8633","Siswati","siswati","memo","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Siswati paper 3 siswati hl memo",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda fal paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=xkWraw7cg_Q%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 1 tshivenda fal",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda fal paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=ANDkr2j4BGU%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","memo","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 1 tshivenda fal memo",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda fal paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=UK-G42X8i9g%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 2 tshivenda fal",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda fal paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=X3BbceqLoNM%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","memo","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 2 tshivenda fal memo",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda fal paper 3 ","https://www.education.gov.za/LinkClick.aspx?fileticket=U3KmNpA8QGY%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 3 tshivenda fal",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda fal paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=-bRIHsePnlc%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","memo","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 3 tshivenda fal memo",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda hl paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=zE8P1R5fJN0%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 1 tshivenda hl",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda hl paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=82bC3xpkiQM%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","memo","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 1 tshivenda hl memo",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda hl paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=xQSFPCoZFeA%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 2 tshivenda hl",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda hl paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=GZDZNypd3sc%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","memo","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 2 tshivenda hl memo",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda hl paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=QdgeVMAIcYc%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 3 tshivenda hl",".pdf"
8635,2017,"November","2017 November NSC Examination Papers","tshivenda hl paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=j7BYknGDpNI%3d&tabid=1856&portalid=0&mid=8635","Tshivenda","tshivenda","memo","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Tshivenda paper 3 tshivenda hl memo",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga fal paper 1 ","https://www.education.gov.za/LinkClick.aspx?fileticket=osvBqZHwrKE%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 1 xitsonga fal",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga fal paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=A2Vkj6Uk6MM%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","memo","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 1 xitsonga fal memo",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga fal paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=ZJU4txDx5bc%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 2 xitsonga fal",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga fal paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=O8BCHHVBSVM%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","memo","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 2 xitsonga fal memo",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga fal paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=y5_L7ghwh7k%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 3 xitsonga fal",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga fal paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=dWVPPWzEwl4%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","memo","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 3 xitsonga fal memo",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga hl paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=ynf5ayQUsrs%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 1 xitsonga hl",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga hl paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=CloUObUMGAM%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","memo","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 1 xitsonga hl memo",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga hl paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=TF-Y5L_I4VE%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 2 xitsonga hl",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga hl paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=7yX0IV9jxqs%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","memo","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 2 xitsonga hl memo",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga hl paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=jBrX_QybA4E%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 3 xitsonga hl",".pdf"
8638,2017,"November","2017 November NSC Examination Papers","xitsonga hl paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=4qK_sGeYWG4%3d&tabid=1856&portalid=0&mid=8638","Xitsonga","xitsonga","memo","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Xitsonga paper 3 xitsonga hl memo",".pdf"
8640,2017,"November","2017 November NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=PZMjP4RgygA%3d&tabid=1856&portalid=0&mid=8640","Agricultural Management Practices","afrikaans","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Agricultural Management Practices paper 1 afrikaans memo",".pdf"
8640,2017,"November","2017 November NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=HOs6-FKwfyI%3d&tabid=1856&portalid=0&mid=8640","Agricultural Management Practices","english","memo","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Agricultural Management Practices paper 1 english memo",".pdf"
8640,2017,"November","2017 November NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=x-irOvmPK8M%3d&tabid=1856&portalid=0&mid=8640","Agricultural Management Practices","afrikaans","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Agricultural Management Practices paper 1 afrikaans",".pdf"
8640,2017,"November","2017 November NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=QRa-4kYwqBA%3d&tabid=1856&portalid=0&mid=8640","Agricultural Management Practices","english","","paper 1","","",NA,NA,"C:/DEV/R/data/pastpapers/2017 November Agricultural Management Practices paper 1 english",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans fal paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=Wu9Qgz-0jNM%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans fal",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans fal paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=8rvdp55iRcE%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","memo","paper 1","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans fal memo",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans fal paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=ACX0tZUbSaw%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 2 afrikaans fal",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans fal paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=6j7RlxZmZYw%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","memo","paper 2","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 2 afrikaans fal memo",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans fal paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=kS4Sv5-tI6g%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 3 afrikaans fal",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans fal paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=REZBapEYp3c%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","memo","paper 3","fal","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 3 afrikaans fal memo",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans hl paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=onWcCFnYsyQ%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans hl",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans hl paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=Y70SLtN6hks%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","memo","paper 1","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans hl memo",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans hl paper 2","https://www.education.gov.za/LinkClick.aspx?fileticket=I9MPu3Rnmsg%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 2 afrikaans hl",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans hl paper 2 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=bn-offSYiAI%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","memo","paper 2","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 2 afrikaans hl memo",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans hl paper 3","https://www.education.gov.za/LinkClick.aspx?fileticket=PQaxY5w2prE%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 3 afrikaans hl",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans hl paper 3 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=hDUMc8HbJuE%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","memo","paper 3","hl","",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 3 afrikaans hl memo",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans sal paper 1 (free state)","https://www.education.gov.za/LinkClick.aspx?fileticket=xqrtuBhEqOM%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 1","sal","eastern cape",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans sal eastern cape",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans sal paper 1 (gauteng)","https://www.education.gov.za/LinkClick.aspx?fileticket=ebFvtdIhavk%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 1","sal","gauteng",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans sal gauteng",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans sal paper 1 (kwazulu natal)","https://www.education.gov.za/LinkClick.aspx?fileticket=LPc5Hso70YA%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 1","sal","kwazulu-natal",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans sal kwazulu-natal",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans sal paper 1 (limpopo)","https://www.education.gov.za/LinkClick.aspx?fileticket=cEpQcPPQcU8%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 1","sal","limpopo",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans sal limpopo",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans sal paper 1 (mpumalanga)","https://www.education.gov.za/LinkClick.aspx?fileticket=Uw7WMtaXW-E%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 1","sal","mpumalanga",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans sal mpumalanga",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans sal paper 1 (north west)","https://www.education.gov.za/LinkClick.aspx?fileticket=DjvC-_vOrbQ%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","","paper 1","sal","north west",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans sal north west",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans sal paper 1 memo (free state)","https://www.education.gov.za/LinkClick.aspx?fileticket=vkfZ2iAPV7s%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","memo","paper 1","sal","eastern cape",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans sal eastern cape memo",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans sal paper 1 memo (gauteng)","https://www.education.gov.za/LinkClick.aspx?fileticket=uWdSLGDybbQ%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","memo","paper 1","sal","gauteng",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans sal gauteng memo",".pdf"
6358,2017,"February","2017 Feb/March NSC Exam Papers","afrikaans sal paper 1 memo (kwazulu natal)","https://www.education.gov.za/LinkClick.aspx?fileticket=3n1R5Ch0KX8%3d&tabid=1608&portalid=0&mid=6358","Afrikaans","afrikaans","memo","paper 1","sal","kwazulu-natal",NA,NA,"C:/DEV/R/data/pastpapers/2017 February Afrikaans paper 1 afrikaans sal kwazulu-natal memo",".pdf"
